review,rating,date,sentiment,clean_review
saya suka saya suka😁,5,2026-04-18 04:36:07,positif,suka suka
kebanyakan admin,4,2026-04-18 04:34:25,positif,banyak admin
gajelas bgt saldo gua tiba tiba ilang dan ga ada riwayat transaksi keluarnya kemana,1,2026-04-18 04:19:14,negatif,gajelas bgt saldo gua ilang ga riwayat transaksi keluar mana
semoga selalu pelayanan baik,5,2026-04-18 04:16:56,positif,moga layan
"saya puas menggunakan sea bank, semoga amanah menjaga data dan keamanan pengguna",5,2026-04-18 04:12:26,positif,puas sea bank moga amanah jaga data aman guna
"Terima kasih sea bank,sangat mudah dan praktis.Kembangkan terus aplikasi ini 👍",5,2026-04-18 04:03:52,positif,terima kasih sea banksangat mudah praktiskembangkan aplikasi 
mudah dan cepat .. SeaBank the Best,5,2026-04-18 03:57:12,positif,mudah cepat seabank the best
semoga berkah,5,2026-04-18 03:55:26,positif,moga berkah
tolong dong ajukan pinjam seabank,5,2026-04-18 03:55:08,positif,tolong aju pinjam seabank
mantap simpel,5,2026-04-18 03:51:21,positif,mantap simpel
amanah dan terpercaya,5,2026-04-18 03:36:13,positif,amanah percaya
"sangat baik dan cepat digunakan,dan sangat membantu disaat dibutuhkan.. terimakasih kepada seabank .",5,2026-04-18 03:34:57,positif,cepat digunakandan bantu saat butuh terimakasih seabank
cihuy,5,2026-04-18 03:32:57,positif,cihuy
"smoga Aplikasi ini sangat membantu bisa TF ke semua Aplikasi , tanpa admint &smoga Amanah",5,2026-04-18 03:23:40,positif,smoga aplikasi bantu tf aplikasi admint smoga amanah
senang banget sangat mudah tf,5,2026-04-18 03:18:52,positif,senang banget mudah tf
tida ribet tida banyak iklan yg pasti aman,5,2026-04-18 03:18:45,positif,tida ribet tida iklan yg aman
"Aplikasi ini banyak di pakai untuk akun penipuan, salah satu oknumnya bernama FAHRUL ARDIANSYAH, ini adalah oknum jual beli di market place. hati-hati jika transaksi menggunakan seabank, customer service nya juga tidak membantu jika ada laporan pengaduan (berbelit).",1,2026-04-18 03:16:44,negatif,aplikasi pakai akun tipu salah oknum nama fahrul ardiansyah oknum jual beli market place hatihati transaksi seabank customer service nya bantu lapor adu belit
tidak ribet good job,5,2026-04-18 03:10:23,positif,ribet good job
baru pertama kali nyoba pake seabank. semoga ke depannya banyak transaksi yg gratis dan menjadi bank terbaik. Terima kasih.,5,2026-04-18 03:05:07,positif,kali nyoba pake seabank moga depan transaksi yg gratis bank baik terima kasih
free tf ke bank lain,5,2026-04-18 03:04:13,positif,free tf bank
sangat manpaat,5,2026-04-18 02:47:09,positif,manpaat
"bagus, gak ada biaya admin pas transfer",5,2026-04-18 02:43:23,positif,bagus gak biaya admin pas transfer
nyaman mengunakan dan mudah proses nya,4,2026-04-18 02:43:23,positif,nyaman mengunakan mudah proses nya
fitur seabank pinjam,5,2026-04-18 02:41:35,positif,fitur seabank pinjam
"cepat ,praktis,dan mudah di pahami",5,2026-04-18 02:35:09,positif,cepat praktisdan mudah paham
"praktis, semoga biaya administrasi transfer beda bank terus gratis ya.",5,2026-04-18 02:34:02,positif,praktis moga biaya administrasi transfer beda bank gratis ya
keren sih,5,2026-04-18 02:28:38,positif,keren sih
sayasemangat,5,2026-04-18 02:11:22,positif,sayasemangat
"Overall sampai saat ini okee, semoga semakin oke untuk kedepannya.",5,2026-04-18 02:08:07,positif,overall okee moga oke depan
gua blom pernah login nih aplikasi ehhh sekalinya buat akun make no HP malah udh terdaftar kocak bnget,1,2026-04-18 02:02:16,negatif,gua blom login nih aplikasi ehhh sekali akun make no hp udh daftar kocak bnget
mudah dalam transferan,5,2026-04-18 01:59:23,positif,mudah transfer
"baru kali ini agak kecewa,, lupa password tapi sudah hubungi cs seabank tapi tidak ada respon,, sudah melapor kalau nmor yang di daftar hilang malah dimintai kode Otp terus,",3,2026-04-18 01:59:13,netral,kali kecewa lupa password hubung cs seabank respon lapor nmor daftar hilang kode otp
lebih banyak lagi quota tf gratis,5,2026-04-18 01:57:37,positif,quota tf gratis
sangat baik seabank,5,2026-04-18 01:54:42,positif,seabank
ok bagus sekali bisa membantu,5,2026-04-18 01:41:37,positif,ok bagus bantu
👍 mantaap,4,2026-04-18 01:37:52,positif, mantaap
sangat senang dan sangat membantu dengan ada nya aplikasi seabank🙏🙏🙏,5,2026-04-18 01:29:13,positif,senang bantu nya aplikasi seabank
puas menggunakan aplikasi ini,4,2026-04-18 01:27:29,positif,puas aplikasi
mantapp gess,5,2026-04-18 01:14:44,positif,mantapp gess
bagus 👉👉,5,2026-04-18 01:12:36,positif,bagus 
sudah nyaman bgttt pakai aplikasi seabank,5,2026-04-18 00:53:11,positif,nyaman bgttt pakai aplikasi seabank
aplikasi keren,5,2026-04-18 00:48:51,positif,aplikasi keren
cepat prosesnya gampang,4,2026-04-18 00:47:49,positif,cepat proses gampang
cukup,5,2026-04-18 00:45:39,positif,
seabank eror ga jelas pin nya padahal bener malah di blokir ga rispek si mana uang msuk lewat seabank ku Mulu lagi ke 2 jaringan hilang ga bisa mem bayar kalah sama aplikasi Dana ga bakal lagi aku pake seabank ini,5,2026-04-18 00:42:00,positif,seabank eror ga pin nya bener blokir ga rispek si uang msuk seabank ku mulu jaring hilang ga mem bayar kalah aplikasi dana ga pake seabank
"keren sih, memudahkan untuk bertransaksi, fiturnya lengkap bnget, sukak deh pokoknya",5,2026-04-18 00:26:54,positif,keren sih mudah transaksi fiturnya lengkap bnget sukak deh pokok
tolong tambahkan fitur pinjaman KUR donk min untuk membantu usaha UMKM .terimakasih,5,2026-04-18 00:13:24,positif,tolong tambah fitur pinjam kur donk min bantu usaha umkm terimakasih
terbalik,5,2026-04-18 00:11:13,positif,balik
seabank mantap membantu sekali,5,2026-04-17 23:55:02,positif,seabank mantap bantu
"mantap, cepat dan akurat. usul kalau bisa tarik tunai di ATM. 🙏",5,2026-04-17 23:54:08,positif,mantap cepat akurat usul tarik tunai atm 
terimakasih sudah melayani dengan baik sampai saat ini,5,2026-04-17 23:32:35,positif,terimakasih layan
SANGAT PUAS,5,2026-04-17 23:22:57,positif,puas
membantu kok,4,2026-04-17 23:18:38,positif,bantu
"terima kasih banyak Seabank... telah memberikan pengalaman menabung yang menyenangkan dan mudah dan membuat semangat... semoga semakin hari dan ke depannya semakin sukses dan berjaya dengan aplikasi yang tetap ringan dan bermanfaat... usul saja, kalau berkenan tolong ditambah dengan investasi emas dan Reksadana...",5,2026-04-17 23:09:47,positif,terima kasih seabank alam tabung senang mudah semangat moga depan sukses jaya aplikasi ringan manfaat usul kenan tolong tambah investasi emas reksadana
terima kasih terbaik,5,2026-04-17 23:03:40,positif,terima kasih baik
biaya adminnya bikin senang.,5,2026-04-17 22:56:16,positif,biaya adminnya bikin senang
"bagus,, sangat mudah dipakai dan sangag membantu",5,2026-04-17 22:53:32,positif,bagus mudah pakai sangag bantu
ok..banget transfer antar banknya gratissssss,5,2026-04-17 22:39:23,positif,okbanget transfer bank gratissssss
"simpel, mudah",5,2026-04-17 22:37:08,positif,simpel mudah
sippp,5,2026-04-17 22:32:43,positif,sippp
bgus bnget,5,2026-04-17 22:00:27,positif,bgus bnget
sy suka pakai SeaBank bagus kirim uang kemana ajah gratis,5,2026-04-17 21:47:04,positif,sy suka pakai seabank bagus kirim uang mana ajah gratis
sangat membantu ku,4,2026-04-17 21:22:05,positif,bantu ku
mantab make aplikasi ini no loding lancar mania jarang keganggu sewaktu mengirim,5,2026-04-17 21:15:03,positif,mantab make aplikasi no loding lancar mania jarang ganggu kirim
terbaik abangku,5,2026-04-17 21:14:04,positif,baik abang
Sangat Memuaskan Layanan Jaringan,5,2026-04-17 20:49:37,positif,muas layan jaring
paling mudah,5,2026-04-17 20:37:46,positif,mudah
sangat mudah untuk digunakan sebagai dompet wallet masa kini.,4,2026-04-17 20:33:03,positif,mudah dompet wallet
akses sangat bagusss bisa transfer ke mana aj dan nabung sangat bagusss,5,2026-04-17 20:29:05,positif,akses bagusss transfer aj nabung bagusss
mantap min,5,2026-04-17 20:28:13,positif,mantap min
PEMBODOHAN!,5,2026-04-17 20:27:27,positif,bodoh
"Sudah pakai sea Bank beberapa waktu dan sejauh ini puas. Proses buka rekening cepat, tampilan aplikasi rapi, dan fitur simpanan membantu atur keuangan harian. Bunga cukup menarik dibanding beberapa bank digital lain. Transfer lancar dan notifikasi transaksi real time. Semoga performa aplikasi terus ditingkatkan.",5,2026-04-17 20:15:23,positif,pakai sea bank puas proses buka rekening cepat tampil aplikasi rapi fitur simpan bantu atur uang hari bunga tarik banding bank digital transfer lancar notifikasi transaksi real time moga performa aplikasi tingkat
"Bagus, semoga semakin banyak keunggulan yang lain...",4,2026-04-17 19:52:52,positif,bagus moga unggul
baikk good,5,2026-04-17 19:18:38,positif,baikk good
"aplikasinya ringan, transaksinya cepat dan fiturnya mudah di pahami sangat membantu untuk kebutuhan harian, saya suka karena bebas biaya admin dan bunga cair setiap hari proses buka rekeningnya juga sangat cepat. aplikasinya sangat bagus dan responsif tapi mohon tingkatkan promo- promonya agar lebih menarik",4,2026-04-17 19:17:11,positif,aplikasi ringan transaksi cepat fiturnya mudah paham bantu butuh hari suka bebas biaya admin bunga cair proses buka rekening cepat aplikasi bagus responsif mohon tingkat promo promonya tarik
mantep lah ws,5,2026-04-17 18:25:28,positif,mantep ws
sangat bagus dan mudah untuk di pelajari,5,2026-04-17 18:19:59,positif,bagus mudah ajar
good dompete digital nya,5,2026-04-17 17:54:39,positif,good dompete digital nya
bagus dan sangat berguna,5,2026-04-17 17:44:37,positif,bagus guna
ok bangeeet,5,2026-04-17 17:22:30,positif,ok bangeeet
ok jos,4,2026-04-17 17:21:58,positif,ok jos
jujur ini bagus bngt ya .. banyak gratisan nya.. untuk investasi juga mantap bunga nya..,5,2026-04-17 17:12:16,positif,jujur bagus bngt ya gratis nya investasi mantap bunga nya
"good, 👍",5,2026-04-17 16:56:34,positif,good 
gmpang dan mudah tuk transaksi apapun👍,5,2026-04-17 16:49:13,positif,gmpang mudah tuk transaksi apa
aplikasinya sangat membantu saya untuk transaksi dalam pekerjaan/usaha saya,4,2026-04-17 16:25:54,positif,aplikasi bantu transaksi pekerjaanusaha
ya ok,1,2026-04-17 16:15:26,negatif,ya ok
lebih mrmuaskan lagi,5,2026-04-17 16:15:10,positif,mrmuaskan
"harus pake otp, padahal sandi pin inget, masih harus pake otp sedangkan no hp Sudah mati, kan udah daftar pake KTP verifikasi wajah jga , masih harus pake telpon cs segala biaya nambah lah harus beli pulsa banyak itu juga belum tentu bisaa, arahin keverifiksi wajah,biar langsung masuk aplikasi, bukan malah masuk telpon cs orang nik nama sama",2,2026-04-17 16:03:29,negatif,pake otp sandi pin inget pake otp no hp mati udah daftar pake ktp verifikasi wajah jga pake telpon cs biaya nambah beli pulsa bisaa arahin keverifiksi wajahbiar langsung masuk aplikasi masuk telpon cs orang nik nama
mudah bgt klo transaksi mana gapake admin trs klo payment shopee jd ngga ribet behh,5,2026-04-17 15:59:26,positif,mudah bgt klo transaksi gapake admin trs klo payment shopee jd ngga ribet behh
aplikasi bank terbaik.,4,2026-04-17 15:58:25,positif,aplikasi bank baik
segera ditingkatkan lagi khususnya untuk fitur pinjaman . agar proses dibukanya limit dan fasilitas pinjaman lebih dipermudah dan cepat. terimakasih,5,2026-04-17 15:45:56,positif,tingkat fitur pinjam proses buka limit fasilitas pinjam mudah cepat terimakasih
kalau lupa kata sandi gimana,1,2026-04-17 15:35:10,negatif,lupa sandi gimana
Mantap..sekali,5,2026-04-17 15:24:09,positif,mantapsekali
kenapa sea benk sayang gak ada spinjam extra,4,2026-04-17 15:14:02,positif,sea benk sayang gak spinjam extra
akun seabank sya dibatasi dan tdk bisa trasfer,5,2026-04-17 15:11:00,positif,akun seabank sya batas tdk trasfer
pelayanan costumer service sangat bagus dan cepat terimakasih seabank atas bantuannya,5,2026-04-17 15:10:53,positif,layan costumer service bagus cepat terimakasih seabank bantu
mantap mas,5,2026-04-17 15:09:33,positif,mantap mas
seabank sangat membantu makasih,5,2026-04-17 15:07:37,positif,seabank bantu makasih
urusan transfer sangat mudah dan cepat,5,2026-04-17 15:03:15,positif,urus transfer mudah cepat
sunguh mudah sekali memake sseanank,5,2026-04-17 15:01:01,positif,sunguh mudah memake sseanank
God job,5,2026-04-17 14:57:09,positif,god job
sangat puas dengan apk ini,5,2026-04-17 14:55:06,positif,puas apk
mantap sy suka aplikasi ini 🥰🥰,5,2026-04-17 14:44:08,positif,mantap sy suka aplikasi 
mantap cuman kalo bisa sih ada kartu debit nya soal nya daerah saya jauh dari pusat bank,4,2026-04-17 14:43:38,positif,mantap cuman kalo sih kartu debit nya nya daerah pusat bank
sangat menyenangkan,5,2026-04-17 14:40:47,positif,senang
mudah murah biaya,5,2026-04-17 14:40:31,positif,mudah murah biaya
"muantap, semua data pribadi di amankan dengan aman, lebih cepat dan gesit",5,2026-04-17 14:39:00,positif,muantap data pribadi aman aman cepat gesit
sangat bagud,5,2026-04-17 14:22:07,positif,bagud
sangat mudah bertrasaksi,5,2026-04-17 14:19:59,positif,mudah bertrasaksi
sejauh ini cukup bagus dn lancar,5,2026-04-17 14:19:44,positif,bagus dn lancar
gak suka ribet,1,2026-04-17 14:14:41,negatif,gak suka ribet
bagus cepet akses transaksi,5,2026-04-17 14:09:49,positif,bagus cepet akses transaksi
sangat membantu saya ..,5,2026-04-17 14:02:56,positif,bantu
untuk saat ini masih ok,5,2026-04-17 14:01:03,positif,ok
mantappp untuk belanja di Shoope,5,2026-04-17 13:58:57,positif,mantappp belanja shoope
udah lama main seabank tapi gak ada pinjaman nya yang lain ada,4,2026-04-17 13:52:13,positif,udah main seabank gak pinjam nya
karena gratis biaya pengiriman..,5,2026-04-17 13:44:24,positif,gratis biaya kirim
sangat senang saya pake seabang,5,2026-04-17 13:36:47,positif,senang pake abang
bagus gampang,4,2026-04-17 13:34:20,positif,bagus gampang
semua urusan jdi gampang,5,2026-04-17 13:27:58,positif,urus jdi gampang
min kenapa akun gua gak bisa login harus menghubungi customer ya,2,2026-04-17 13:25:20,negatif,min akun gua gak login hubung customer ya
"tak ada biaya transfer, ambil tunai juga.. suka sekali sama seabank ini..",5,2026-04-17 13:24:48,positif,biaya transfer ambil tunai suka seabank
simple gak ribet,5,2026-04-17 13:21:34,positif,simple gak ribet
pokok nya seneng banget ada aplikasi seaBank pokoknya seruuuuuu ayo coba,5,2026-04-17 13:18:05,positif,pokok nya neng banget aplikasi seabank pokok seruuuuuu ayo coba
"bgs, cepat & aman",5,2026-04-17 13:16:21,positif,bgs cepat aman
kerennnn,5,2026-04-17 12:55:12,positif,kerennnn
"senang banget pake seabank , transaksi nya mudah",5,2026-04-17 12:51:24,positif,senang banget pake seabank transaksi nya mudah
secepat kilat,5,2026-04-17 12:47:00,positif,cepat kilat
sicepat membantu mantapp,5,2026-04-17 12:43:25,positif,sicepat bantu mantapp
mantap proses CPT gak ribet,5,2026-04-17 12:42:08,positif,mantap proses cpt gak ribet
makasih seabank telah memudahkan transaksi 😎,5,2026-04-17 12:39:16,positif,makasih seabank mudah transaksi 
saya sangat senang menggunakan seabank,5,2026-04-17 12:37:19,positif,senang seabank
lebih praktis cepat pula,5,2026-04-17 12:35:25,positif,praktis cepat
tidak seperti apk yang lain,5,2026-04-17 12:35:00,positif,apk
lumayan lah e bintang dulu,3,2026-04-17 12:34:10,netral,lumayan e bintang
mantap sukses selalu seebank slalu ada untuk masyarakat,5,2026-04-17 12:33:22,positif,mantap sukses seebank slalu masyarakat
bagus👍😍😊,5,2026-04-17 12:33:03,positif,bagus
sangat aman dan baik digunakan,5,2026-04-17 12:32:40,positif,aman
assalamualaikum cs aku mau tanya ..aku udh pernh daptar buka rekening di seabank..tapi no udh gak dipake lagi ..dan GK tau no yg didapatrkan nya mau masuk tapi harus pake no lama ..bingung mau buat akun baru no baru GK bisa krna KTP udh terdaftar di akun lama mohon bantuannya,5,2026-04-17 12:17:44,positif,assalamualaikum cs udh pernh daptar buka rekening seabanktapi no udh gak dipake gk tau no yg didapatrkan nya masuk pake no bingung akun no gk krna ktp udh daftar akun mohon bantu
Gak ribet,5,2026-04-17 12:14:53,positif,gak ribet
"biaya admin gratis, sangat memudahkan,",5,2026-04-17 12:12:55,positif,biaya admin gratis mudah
"Tiba2 masuk rekening tidak bisa karena diwajibkan mengisi data2 yang salah satunya mengisi nama perusahaan, alamat perusahaan, jenis bisnis, sumber penghasilan. Sebelum diisi maka tidak bisa masuk akun seabank, sedangkan saya tidak punya perusahaan. Dan tujuan saya buka rek seabank untuk mempermudah pembelian saya di shopee.",2,2026-04-17 12:12:42,negatif,masuk rekening wajib isi data salah satu isi nama usaha alamat usaha jenis bisnis sumber hasil isi masuk akun seabank usaha tuju buka rek seabank mudah beli shopee
knp gak bisa ganti email,1,2026-04-17 12:12:28,negatif,knp gak ganti email
pinjam an nya di tolak terus,5,2026-04-17 12:10:36,positif,pinjam an nya tolak
"seabank gak lh bagus, lebih bagus dana.. dana kita bisa langsung dapat dana cicil..",1,2026-04-17 12:08:39,negatif,seabank gak lh bagus bagus dana dana langsung dana cicil
"respon cepat , tepat dan mudah",5,2026-04-17 12:06:56,positif,respon cepat mudah
sangat puass,5,2026-04-17 12:01:50,positif,puass
mudah untuk transaksi sesama bank,5,2026-04-17 11:59:33,positif,mudah transaksi bank
mantap puas,5,2026-04-17 11:56:23,positif,mantap puas
cibeng ini sangat bagus sangat cepat banget kirimannya dan juga nggak ada potongannya terima kasih,5,2026-04-17 11:52:55,positif,cibeng bagus cepat banget kirim nggak potong terima kasih
bagus sekali mantaap seabank,5,2026-04-17 11:47:31,positif,bagus mantaap seabank
seabank sangat memuaskan pelayanan nya,5,2026-04-17 11:39:41,positif,seabank muas layan nya
menurut saya sea bank sudah cukup bagus,5,2026-04-17 11:39:12,positif,sea bank bagus
"dulu pengguna setia seabank tapi semenjak nomor hp hilang dan email dihack orang, susah banget buat verif dapatin akun nya kembali disuruh tlpn CS isi pulsa 10.000 malah berbelit ujung2 nya pulsa habis dan akhirnya gak ada penyelesaian akun gak bisa dipake lagi",1,2026-04-17 11:32:40,negatif,guna setia seabank semenjak nomor hp hilang email dihack orang susah banget verif dapatin akun nya suruh tlpn cs isi pulsa belit ujung nya pulsa habis gak selesai akun gak dipake
sangat puas dan membantu transaksi,5,2026-04-17 11:26:25,positif,puas bantu transaksi
cocok dengan saya,5,2026-04-17 11:24:24,positif,cocok
sangatttt MEMUASSSSKKAAANNNN,5,2026-04-17 11:10:36,positif,sangatttt memuasssskkaaannnn
